Pre-Mold Training Data,,,,,,
26,0,26.67,16610.43343,35.063,980.44,1.4400000000
26,0,26.64,15355.08637,36.876,980.43,1.4400000000
26,0,26.62,14801.11008,38.276,980.45,0.9700000000
26,0,26.58,13733.90558,39.684,980.45,1.3600000001
26,0,26.54,13533.5166,41.314,980.44,1.4400000000
26,0,26.51,13256.00663,42.733,980.45,1.4400000000
26,0,26.47,13439.73121,43.873,980.46,1.1899999999
26,0,26.43,13822.89417,44.623,980.48,1.4400000000
26,0,26.39,14143.64641,45.276,980.47,1.4400000000
26,0,26.36,14050.49396,45.844,980.48,1.4400000000
27,0,24.25,37350.45229,47.9,980.5,1.0899999999
27,0,24.25,10589.0139,49.776,980.5,1.0800000000
27,0,24.26,13490.72513,50.806,980.49,0.9999999999
27,0,24.27,14050.49396,50.748,980.49,1.1100000000
27,0,24.28,13149.78426,51.036,980.48,1.1700000001
27,0,24.29,14499.32034,50.982,980.52,1.1899999999
27,0,24.29,16293.27902,50.053,980.51,1.1600000000
27,0,24.3,17625.99835,49.428,980.5,0.9800000001
27,0,24.3,17510.25992,49.258,980.5,1.0800000000
27,0,24.3,17269.29304,49.52,980.49,1.1300000000
27,0,24.3,18545.34917,49.725,980.5,1.0800000000
27,0,24.29,21199.07254,49.228,980.5,1.1300000000
27,0,24.29,21917.80822,48.356,980.51,1.1500000001
27,0,24.29,23029.86686,47.448,980.47,1.1899999999
27,0,24.28,23686.1584,46.668,980.48,1.1800000000
28,0,24.11,61025.0298,47.166,980.5,1.4500000001
28,0,24.12,13725.0697,48.963,980.48,1.2099999999
28,0,24.13,14883.72093,50.196,980.48,1.3000000000
28,0,24.15,20846.90554,49.206,980.5,1.7299999999
28,0,24.17,25963.48884,46.719,980.5,1.2300000000
28,0,24.18,26058.63192,44.797,980.48,1.2099999999
28,0,24.19,28648.16473,43.343,980.48,1.2900000001
28,0,24.21,30317.38513,41.85,980.46,1.1500000001
28,0,24.22,28082.49232,40.583,980.46,1.2200000001
28,0,24.23,30754.44498,39.813,980.47,1.1399999999
28,0,24.24,33507.8534,38.738,980.45,1.2000000000
28,0,24.26,35904.62833,37.712,980.45,1.1300000000
28,0,24.27,39421.004,36.727,980.44,1.1600000000
28,0,24.29,42567.34287,35.758,980.46,1.1899999999
28,0,24.31,40738.3832,35.105,980.43,1.2300000000
29,0,27.95,29177.1142,32.087,980.52,0.1100000001
29,0,27.95,8849.557522,31.359,980.51,1.4699999999
29,0,27.97,12364.76043,30.93,980.54,1.9600000000
29,0,27.99,15126.44765,30.677,980.54,1.4199999999
29,0,28,17410.22851,30.512,980.53,1.7299999999
29,0,28.01,17787.65981,30.264,980.54,1.4800000001
29,0,28.01,18028.16901,30.703,980.54,1.7700000000
29,0,28,20867.29703,30.626,980.54,1.7900000000
29,0,27.98,22759.60171,29.87,980.52,1.4699999999
29,0,27.97,25713.13781,29.027,980.55,1.2300000000
29,0,27.95,26594.63952,28.339,980.52,1.3499999999
29,0,27.92,26811.89778,27.945,980.5,1.3999999999
29,0,27.9,26677.78241,27.757,980.51,1.2500000000
29,0,27.87,28959.27602,27.699,980.52,1.2200000001
29,0,27.85,30644.00287,27.422,980.53,1.4699999999
30,0,27.42,110798.5285,26.267,980.52,1.4400000000
30,0,27.41,28008.75274,25.737,980.52,1.5800000000
30,0,27.41,27556.51238,26.088,980.52,1.5500000001
30,0,27.4,26561.52729,26.89,980.5,1.3200000000
30,0,27.39,26495.54958,27.65,980.51,1.5199999999
30,0,27.38,22330.7746,28.397,980.48,1.1600000000
30,0,27.36,20785.96947,29.647,980.49,0.9800000001
30,0,27.34,19317.83882,31.054,980.49,1.7499999999
30,0,27.31,20969.85583,32.19,980.5,1.4400000000
30,0,27.28,25543.80363,32.429,980.49,1.3700000000
30,0,27.25,29892.57356,31.778,980.5,1.6799999999
30,0,27.22,28552.30872,31.095,980.48,1.5600000000
30,0,27.19,27135.89146,31.112,980.49,1.6900000001
30,0,27.16,26981.45025,31.437,980.48,1.1000000001
30,0,27.14,29337.61174,31.651,980.5,1.7000000000
31,0,27.32,67922.52587,33.417,980.54,1.4400000000
31,0,27.34,13725.0697,33.707,980.54,1.3999999999
31,0,27.37,13931.21463,34.749,980.54,1.5600000000
31,0,27.4,14489.47249,35.843,980.55,1.4400000000
31,0,27.42,14411.16866,36.823,980.55,1.2599999999
31,0,27.44,15567.98832,37.42,980.53,1.5300000000
31,0,27.46,17539.0518,37.25,980.54,1.3299999999
31,0,27.47,18166.33551,36.992,980.52,1.2599999999
31,0,27.47,18212.86283,36.929,980.55,1.1800000000
31,0,27.47,18957.34597,36.822,980.53,1.3000000000
31,0,27.47,20388.65881,36.376,980.52,1.2200000001
31,0,27.46,21115.14352,35.759,980.53,1.1100000000
31,0,27.45,21347.56504,35.395,980.55,1.3100000001
31,0,27.44,21563.34232,35.188,980.54,1.3000000000
31,0,27.43,21895.31303,35.071,980.56,1.2900000001
32,0,27.21,64875.82362,34.058,980.55,1.1399999999
32,0,27.21,21717.00034,33.349,980.54,1.4400000000
32,0,27.22,25605.12102,32.726,980.53,1.2300000000
32,0,27.23,25019.54652,32.535,980.53,1.0300000001
32,0,27.24,24643.81979,32.976,980.53,1.2300000000
32,0,27.24,28920.01808,32.772,980.53,1.2200000001
32,0,27.24,31976.01799,31.725,980.53,1.2200000001
32,0,27.24,27880.63603,30.912,980.54,1.2000000000
32,0,27.24,23673.01646,31.151,980.54,1.2000000000
32,0,27.23,23858.3411,32.123,980.53,1.1800000000
32,0,27.22,26998.52352,32.467,980.55,1.2400000001
32,0,27.2,28571.42857,31.919,980.53,1.1500000001
32,0,27.19,29622.77251,31.249,980.55,1.1300000000
32,0,27.18,26611.22661,30.807,980.54,1.2400000001
32,0,27.16,21519.8386,31.089,980.54,1.2500000000
33,0,25.51,56876.24972,28.414,980.48,1.4400000000
33,0,25.51,13822.89417,30.956,980.48,1.4400000000
33,0,25.52,16084.44333,32.95,980.49,1.4400000000
33,0,25.53,15786.87716,34.331,980.49,1.1500000001
33,0,25.53,13567.94573,36.234,980.49,1.6599999999
33,0,25.53,12307.69231,38.686,980.5,1.3100000001
33,0,25.52,13894.91967,40.407,980.51,1.3499999999
33,0,25.51,14977.76738,40.826,980.5,1.3000000000
33,0,25.49,17922.15066,41.141,980.5,1.3100000001
33,0,25.48,20195.64531,39.818,980.52,1.4100000000
33,0,25.46,17832.26525,39.259,980.53,1.2799999999
33,0,25.44,14588.5571,40.255,980.54,1.3100000001
33,0,25.42,13751.61152,42.107,980.55,1.2799999999
33,0,25.4,15567.98832,43.305,980.51,1.2500000000
33,0,25.37,15355.08637,43.731,980.52,1.3200000000
34,0,25.1,41290.32258,45.663,980.53,1.4400000000
34,0,25.09,12741.38961,46.218,980.52,1.4400000000
34,0,25.08,17510.25992,46.167,980.52,1.4400000000
34,0,25.07,24587.01498,43.562,980.51,1.3999999999
34,0,25.06,27953.70168,40.734,980.54,1.4400000000
34,0,25.05,18577.64877,39.68,980.53,1.3600000001
34,0,25.04,15740.28529,40.89,980.53,1.2400000001
34,0,25.02,13247.77479,42.935,980.56,1.3499999999
34,0,25.01,12314.797,45.256,980.56,1.2700000000
34,0,24.99,12473.2021,47.128,980.53,1.3900000000
34,0,24.97,12665.74312,48.123,980.54,1.3100000001
34,0,24.95,12146.51737,49.008,980.54,1.4199999999
34,0,24.93,11590.00362,49.949,980.55,1.3700000000
34,0,24.91,12216.07177,50.867,980.56,1.4400000000
34,0,24.89,13053.23271,51.388,980.57,0.9200000000
35,0,26.77,46715.32847,44.332,985.8,1.4400000000
35,0,26.8,9098.663634,41.145,985.81,1.4400000000
35,0,26.86,11118.83252,39.334,985.85,1.4400000000
35,0,26.91,13465.17989,38.709,985.83,1.4400000000
35,0,26.95,14022.78703,38.257,985.84,1.4400000000
35,0,26.98,14276.15436,38.505,985.85,1.6000000000
35,0,27,14548.76108,39.023,985.86,1.7000000000
35,0,27.01,13903.97567,39.764,985.87,1.4400000000
35,0,27,13422.81879,40.814,985.85,3.6899999989
35,0,26.99,13322.23147,41.934,985.88,1.4400000000
35,0,26.96,13858.81334,42.71,985.82,1.4400000000
35,0,26.93,14862.98189,42.983,985.85,1.2400000001
35,0,26.89,14304.8726,43.135,985.86,1.8199999999
35,0,26.85,14209.59147,43.974,985.86,1.4400000000
35,0,26.81,13805.00431,44.439,985.84,1.4400000000
36,0,26.37,36519.2582,46.982,985.83,1.4400000000
36,0,26.36,13716.24518,46.55,985.84,2.3800000007
36,0,26.35,16393.44262,45.249,985.82,1.4900000000
36,0,26.33,17103.15339,44.215,985.84,1.6700000000
36,0,26.32,16406.04973,43.813,985.84,1.4400000000
36,0,26.3,15466.40889,44,985.84,1.1000000001
36,0,26.27,15455.20406,44.372,985.85,1.5800000000
36,0,26.25,15522.67766,44.591,985.81,1.6799999999
36,0,26.22,15410.54659,44.875,985.84,1.7000000000
36,0,26.19,15366.14646,45.407,985.83,1.3700000000
36,0,26.16,15278.10933,46.045,985.85,1.2700000000
36,0,26.13,15289.05877,46.641,985.84,1.0300000001
36,0,26.09,15928.32255,47.006,985.82,1.2000000000
36,0,26.06,16243.65482,47.12,985.84,1.2799999999
36,0,26.02,17075.77375,47.015,985.83,0.7700000001
37,0,27.51,45519.20341,52.141,985.88,1.4400000000
37,0,27.49,12650.72149,46.323,985.87,1.4400000000
37,0,27.46,14842.30056,43.241,985.87,1.4400000000
37,0,27.43,17787.65981,41.078,985.88,1.6000000000
37,0,27.4,17640.57332,39.734,985.88,1.9700000001
37,0,27.35,17227.45626,39.485,985.86,2.0400000001
37,0,27.3,17553.48327,39.481,985.85,1.3800000001
37,0,27.25,19352.88781,39.13,985.88,1.4600000000
37,0,27.2,20157.48031,38.465,985.86,1.2300000000
37,0,27.13,19196.16077,38.307,985.87,1.1399999999
37,0,27.07,18974.20694,38.682,985.86,1.8900000000
37,0,27.01,20949.2635,38.713,985.87,1.9199999999
37,0,26.94,24990.23819,37.83,985.82,1.9100000000
37,0,26.88,29057.88876,36.48,985.84,2.0400000001
37,0,26.81,32736.57289,35.034,985.82,2.1100000001
38,0,26.26,103790.7967,34.25,985.81,1.6799999999
38,0,26.25,22543.149,35.258,985.82,1.6799999999
38,0,26.23,21694.91525,36.252,985.82,1.5000000001
38,0,26.21,20826.55386,37.237,985.81,1.4400000000
38,0,26.18,20785.96947,38.176,985.83,1.5100000000
38,0,26.14,19875.7764,38.769,985.84,1.6400000001
38,0,26.1,19041.9518,39.735,985.82,1.6200000001
38,0,26.05,18974.20694,40.452,985.84,1.4300000001
38,0,26.01,19405.70042,40.739,985.83,1.1500000001
38,0,25.96,19248.1203,40.875,985.83,1.5800000000
38,0,25.91,18873.48865,41.198,985.82,1.4199999999
38,0,25.85,18433.17972,41.636,985.84,1.4600000000
38,0,25.8,18181.81818,42.219,985.82,1.4199999999
38,0,25.75,17832.26525,42.909,985.82,1.4600000000
38,0,25.7,17713.81124,43.592,985.85,1.4400000000
39,0,25.07,53156.14618,32.637,985.8,1.4400000000
39,0,25.06,12293.50749,34.078,985.8,1.2099999999
39,0,25.06,15857.28444,35.306,985.78,1.4400000000
39,0,25.05,17728.53186,35.412,985.79,1.8400000000
39,0,25.04,16456.67267,35.955,985.78,1.5500000001
39,0,25.02,14362.65709,37.406,985.81,1.3000000000
39,0,25,14171.83348,39.208,985.82,1.2400000001
39,0,24.98,16355.73729,40.046,985.8,1.1100000000
39,0,24.96,17611.44744,40.056,985.81,1.1600000000
39,0,24.94,19583.84333,40.066,985.79,1.2300000000
39,0,24.92,23925.23364,39.606,985.8,1.2000000000
39,0,24.89,26964.39857,38.746,985.81,1.2500000000
39,0,24.87,26694.47341,38.066,985.83,1.5600000000
39,0,24.85,24320.72962,37.947,985.84,1.1800000000
39,0,24.83,21717.00034,38.315,985.82,1.3900000000
40,0,24.51,56914.18408,41.536,985.83,1.4400000000
40,0,24.51,16753.9267,41.877,985.84,1.4400000000
40,0,24.51,19388.06422,41.906,985.84,1.4400000000
40,0,24.51,22354.17394,41.343,985.84,1.6200000001
40,0,24.51,17339.4744,41.193,985.84,1.6099999999
40,0,24.5,13533.5166,43.095,985.83,1.3299999999
40,0,24.48,12023.29513,45.704,985.83,1.2200000001
40,0,24.46,12473.2021,47.948,985.85,1.8400000000
40,0,24.44,14295.28702,48.952,985.86,1.8400000000
40,0,24.41,14499.32034,49.392,985.85,1.4400000000
40,0,24.38,14153.02963,49.95,985.84,1.4400000000
40,0,24.35,14032.01052,50.522,985.86,1.7100000001
40,0,24.32,14266.60722,51.115,985.85,1.4400000000
40,0,24.28,13355.59265,51.495,985.82,1.5199999999
40,0,24.25,12077.75052,52.285,985.84,1.3600000001
41,0,25.62,39900.24938,42.303,985.87,3.4200000002
41,0,25.62,13223.1405,39.601,985.87,1.4400000000
41,0,25.61,11704.46233,39.022,985.87,1.3999999999
41,0,25.59,12209.0805,41.025,985.87,1.2799999999
41,0,25.57,12286.42734,43.049,985.88,1.2500000000
41,0,25.54,11962.61682,44.911,985.88,1.1300000000
41,0,25.51,11490.12567,46.609,985.88,1.2000000000
41,0,25.47,11004.12655,48.11,985.9,1.3299999999
41,0,25.42,10610.07958,49.543,985.91,1.5500000001
41,0,25.38,10454.09997,50.871,985.9,1.2300000000
41,0,25.33,10312.60071,52.005,985.9,1.8900000000
41,0,25.28,10021.92296,53.039,985.92,1.8100000000
41,0,25.23,9910.188913,53.858,985.9,1.4400000000
41,0,25.18,9919.404836,54.54,985.91,1.9899999999
41,0,25.13,9910.188913,55.122,985.91,1.3700000000
42,0,24.61,29438.82245,57.557,985.95,1.3499999999
42,0,24.6,9153.318078,57.805,985.93,1.6400000001
42,0,24.59,9353.990061,58.115,985.95,1.4400000000
42,0,24.58,9504.009504,58.439,985.94,1.4400000000
42,0,24.56,9520.9759,58.767,985.92,1.4400000000
42,0,24.53,10673.78252,58.907,985.94,1.4400000000
42,0,24.5,12023.29513,58.105,985.92,1.5899999999
42,0,24.47,13206.76847,56.941,985.94,0.9700000000
42,0,24.44,13681.06028,55.511,985.95,1.5700000001
42,0,24.42,12771.90182,54.636,985.94,1.6500000000
42,0,24.39,12188.15464,54.629,985.96,1.5800000000
42,0,24.36,12043.65826,54.988,985.95,1.5199999999
42,0,24.33,12160.36481,55.375,985.95,1.4699999999
42,0,24.3,12286.42734,55.624,985.97,1.5500000001
42,0,24.26,12300.59581,55.763,985.93,1.7299999999
43,0,23.04,45325.77904,36.698,986.07,1.4400000000
43,0,23.07,5684.846331,36.156,986.06,2.4300000002
43,0,23.1,6299.212598,36.892,986.07,1.4500000001
43,0,23.14,8416.62283,38.051,986.07,1.6900000001
43,0,23.17,9615.384615,38.479,986.07,1.7299999999
43,0,23.2,10792.5801,39.098,986.09,1.8600000000
43,0,23.23,11026.87802,40.036,986.08,1.8100000000
43,0,23.25,11118.83252,41.525,986.08,1.7400000000
43,0,23.27,10631.22924,43.2,986.08,1.8199999999
43,0,23.28,10443.86423,45.018,986.07,1.7100000001
43,0,23.28,10547.1325,46.626,986.09,1.8199999999
43,0,23.28,11188.81119,47.835,986.1,1.7499999999
43,0,23.28,11691.63318,48.611,986.08,1.8699999999
43,0,23.27,12209.0805,49.216,986.09,1.7600000001
43,0,23.26,12422.36025,49.78,986.11,1.7299999999
44,0,23.04,40012.50391,51.598,986.14,1.9300000000
44,0,23.04,13166.01522,50.925,986.13,1.9500000001
44,0,23.05,14699.12724,50.383,986.13,1.5300000000
44,0,23.05,15590.743,50.025,986.13,1.9000000001
44,0,23.05,16330.69661,49.817,986.12,2.0099999999
44,0,23.05,17625.99835,49.593,986.14,2.0099999999
44,0,23.04,19565.88199,48.895,986.13,1.4400000000
44,0,23.03,21585.1602,47.74,986.14,1.6000000000
44,0,23.02,22168.34084,46.67,986.11,1.7499999999
44,0,23,21178.0278,45.838,986.12,1.6599999999
44,0,22.99,19423.36874,45.576,986.12,1.6799999999
44,0,22.98,17713.81124,45.695,986.12,1.8900000000
44,0,22.97,16714.54688,46.143,986.13,2.1299999999
44,0,22.96,16133.09806,46.75,986.13,1.4400000000
44,0,22.94,15833.74567,47.458,986.14,1.9199999999
45,0,24.64,51706.72591,39.677,986.13,3.0299999989
45,0,24.65,11465.42458,40.933,986.15,1.4400000000
45,0,24.66,14401.44014,42.097,986.13,1.4400000000
45,0,24.66,19110.18214,41.471,986.14,1.4400000000
45,0,24.67,20565.5527,40.2,986.14,1.4400000000
45,0,24.67,18089.316,40.027,986.14,1.5500000001
45,0,24.66,15904.57256,41.163,986.14,1.2400000001
45,0,24.66,14450.2145,43.084,986.14,1.1399999999
45,0,24.64,13958.56052,45.176,986.14,1.4400000000
45,0,24.62,13813.94345,46.931,986.17,1.4400000000
45,0,24.6,13813.94345,48.446,986.17,1.4199999999
45,0,24.58,13885.87546,49.712,986.16,1.4500000001
45,0,24.55,13858.81334,50.785,986.15,1.5700000001
45,0,24.52,13778.25619,51.691,986.14,1.5000000001
45,0,24.49,13681.06028,52.463,986.17,1.2700000000
46,0,24.04,38461.53846,56.058,986.22,1.7600000001
46,0,24.04,12160.36481,55.982,986.22,1.4400000000
46,0,24.04,13305.61331,55.429,986.22,1.5500000001
46,0,24.03,13913.04348,54.791,986.23,1.4400000000
46,0,24.03,14382.02247,54.224,986.21,1.4500000001
46,0,24.01,14548.76108,53.761,986.23,1.3800000001
46,0,24,14862.98189,53.514,986.2,1.3999999999
46,0,23.98,14699.12724,53.395,986.2,1.3700000000
46,0,23.96,14578.5877,53.366,986.21,1.4300000001
46,0,23.94,14780.60046,53.29,986.21,1.4900000000
46,0,23.91,15201.90024,53.221,986.22,1.1399999999
46,0,23.89,15590.743,53.234,986.2,1.4900000000
46,0,23.86,15857.28444,53.34,986.18,1.5199999999
46,0,23.83,16558.86158,53.38,986.19,1.4600000000
46,0,23.81,18073.9904,52.956,986.18,1.3400000000
47,0,24.2,59327.92584,39.962,986.14,3.5599999993
47,0,24.22,15786.87716,38.215,986.12,0.0000000000
47,0,24.28,16343.20735,37.704,986.13,1.2400000001
47,0,24.33,19076.00596,38.039,986.17,1.4400000000
47,0,24.38,21031.87644,38.044,986.17,0.8799999999
47,0,24.42,22543.149,38.032,986.16,1.8600000000
47,0,24.45,25152.28925,37.974,986.19,1.6099999999
47,0,24.48,26578.07309,37.804,986.18,1.8300000001
47,0,24.5,27574.32141,37.532,986.17,1.6500000000
47,0,24.51,29038.11252,37.132,986.18,1.5199999999
47,0,24.52,30578.11753,36.615,986.16,1.4400000000
47,0,24.52,32120.45169,36.072,986.16,1.4400000000
47,0,24.52,32736.57289,35.663,986.16,1.4400000000
47,0,24.52,32048.07211,35.507,986.17,1.2500000000
47,0,24.51,29997.65643,35.599,986.18,1.4900000000
48,0,24.23,73352.43553,42.647,986.17,1.8400000000
48,0,24.23,18104.66761,43.73,986.17,1.8499999999
48,0,24.23,18166.33551,44.578,986.18,1.7900000000
48,0,24.23,17832.26525,45.317,986.18,1.7200000000
48,0,24.23,17495.8994,45.953,986.19,1.6599999999
48,0,24.22,17699.11504,46.399,986.17,1.8100000000
48,0,24.21,18166.33551,46.639,986.2,1.7999999999
48,0,24.2,18642.58666,46.747,986.2,1.7900000000
48,0,24.18,18856.80613,46.799,986.2,1.6200000001
48,0,24.16,18923.71378,46.873,986.2,1.5500000001
48,0,24.14,19265.50271,46.89,986.18,1.5899999999
48,0,24.12,19801.9802,46.792,986.2,1.7100000001
48,0,24.1,20138.45186,46.68,986.2,1.7900000000
48,0,24.08,19968.79875,46.585,986.22,1.4300000001
48,0,24.06,19765.28721,46.569,986.23,1.7900000000
49,0,22.75,79725.94207,32.09,986.2,1.4400000000
49,0,22.76,16675.35175,32.288,986.2,1.4400000000
49,0,22.77,15988.00899,34.909,986.2,3.2900000006
49,0,22.78,18823.52941,37.964,986.19,1.4400000000
49,0,22.79,17381.85769,40.475,986.21,1.7700000000
49,0,22.79,19820.37783,42.446,986.21,1.5800000000
49,0,22.79,23673.01646,42.912,986.21,1.1899999999
49,0,22.79,25361.60095,42.686,986.21,1.3299999999
49,0,22.79,25822.0698,42.534,986.21,1.4400000000
49,0,22.79,26644.46295,42.341,986.21,1.4400000000
49,0,22.79,28978.94499,41.837,986.2,1.2500000000
49,0,22.79,30295.85799,41.119,986.21,1.4400000000
49,0,22.79,30932.81779,40.596,986.21,1.6599999999
49,0,22.78,29725.96377,40.248,986.19,1.4500000001
49,0,22.78,28783.44952,40.18,986.2,1.1800000000
50,0,22.57,83550.91384,43.892,986.21,1.4400000000
50,0,22.57,21454.91116,44.621,986.19,1.4400000000
50,0,22.58,24087.31652,44.959,986.2,1.4400000000
50,0,22.59,24558.71067,45.148,986.21,1.2200000001
50,0,22.6,21498.1525,45.578,986.2,1.5100000000
50,0,22.61,18724.40023,46.558,986.24,1.5500000001
50,0,22.62,17832.26525,47.597,986.24,1.4400000000
50,0,22.62,17625.99835,48.614,986.24,1.4400000000
50,0,22.62,16443.98767,49.829,986.24,1.6400000001
50,0,22.62,15590.743,51.048,986.24,1.5100000000
50,0,22.62,14967.25912,52.15,986.25,1.5700000001
50,0,22.61,14842.30056,53.173,986.24,1.4600000000
50,0,22.61,15511.39118,53.948,986.26,1.4900000000
50,0,22.61,15625,54.396,986.22,1.3000000000
50,0,22.6,16048.14443,54.613,986.22,1.3499999999
551,0,22.2,63100.81341,37.809,986.22,3.5800000005
551,0,22.21,19583.84333,37.837,986.21,1.4400000000
551,0,22.23,21178.0278,38.321,986.2,1.4400000000
551,0,22.25,23477.62289,39.065,986.19,1.4900000000
551,0,22.28,28119.50791,39.627,986.21,1.4400000000
551,0,22.3,29997.65643,39.73,986.2,1.4400000000
551,0,22.33,30338.94288,39.909,986.21,1.4400000000
551,0,22.36,29317.45305,40.29,986.21,1.6300000000
551,0,22.39,28419.18295,40.971,986.2,1.4400000000
551,0,22.41,25107.88545,41.594,986.21,1.3800000001
