Pre-Mold Training Data,,,,,,
551,0,22.44,20447.28435,42.848,986.21,1.4400000000
551,0,22.46,18890.20071,44.378,986.21,1.4400000000
551,0,22.47,16980.63147,46.06,986.25,1.4400000000
551,0,22.49,16024.03605,47.532,986.25,1.6599999999
551,0,22.5,15223.59657,48.864,986.23,1.3100000001
52,0,22.5,57722.66065,45.315,986.25,1.4400000000
52,0,22.5,22030.98107,43.725,986.24,1.5000000001
52,0,22.51,30146.01978,42.476,986.25,0.0700000000
52,0,22.53,30167.33443,41.274,986.21,1.5800000000
52,0,22.54,23712.48611,40.959,986.22,1.3700000000
52,0,22.55,20349.76153,41.576,986.23,1.4400000000
52,0,22.56,21962.93754,42.072,986.22,1.4400000000
52,0,22.57,26332.03045,41.985,986.21,1.4400000000
52,0,22.57,31928.16164,41.32,986.23,1.2700000000
52,0,22.58,31928.16164,40.666,986.23,1.2700000000
52,0,22.58,28100.98793,40.631,986.22,1.2599999999
52,0,22.58,23752.08759,41.236,986.21,1.2799999999
52,0,22.59,21283.67143,42.155,986.21,1.3600000001
52,0,22.59,24460.1567,42.674,986.23,1.2700000000
52,0,22.59,30061.06153,42.383,986.24,1.2000000000
53,0,23.99,103038.8408,44.237,986.24,1.4400000000
53,0,23.99,20043.84591,42.059,986.26,1.4400000000
53,0,24.01,19352.88781,40.661,986.23,1.4400000000
53,0,24.02,22377.62238,40.236,986.26,1.4400000000
53,0,24.03,18658.89213,39.728,986.27,1.4900000000
53,0,24.04,16380.85488,40.942,986.26,1.4199999999
53,0,24.03,17255.32489,42.17,986.27,1.9399999999
53,0,24.03,17862.12671,42.584,986.27,1.4400000000
53,0,24.01,15845.50631,43.194,986.3,1.5199999999
53,0,23.99,14469.81687,44.554,986.28,1.4400000000
53,0,23.97,14479.63801,45.849,986.27,1.4400000000
53,0,23.94,14519.05626,46.797,986.29,1.4400000000
53,0,23.91,13637.3322,47.724,986.28,1.5000000001
53,0,23.88,13380.7234,48.911,986.31,1.4400000000
53,0,23.84,13247.77479,50.094,986.29,1.4400000000
54,0,23.5,38357.80641,53.256,986.36,1.4699999999
54,0,23.49,11962.61682,53.944,986.34,1.4699999999
54,0,23.49,12583.56272,54.416,986.34,1.3900000000
54,0,23.49,13272.50104,54.81,986.35,1.3999999999
54,0,23.48,13760.48162,54.781,986.34,1.5100000000
54,0,23.46,13628.6201,54.86,986.37,1.4500000001
54,0,23.45,13422.81879,55.142,986.37,1.3999999999
54,0,23.43,13214.94941,55.557,986.35,1.4300000001
54,0,23.41,13280.76364,56.029,986.35,1.3999999999
54,0,23.39,13313.9172,56.404,986.36,1.3900000000
54,0,23.37,13297.31976,56.754,986.36,1.3200000000
54,0,23.35,13109.3814,57.111,986.37,1.4900000000
54,0,23.33,13085.25864,57.451,986.39,1.4300000001
54,0,23.31,12918.85345,57.802,986.39,1.4600000000
54,0,23.29,12658.22785,58.176,986.37,1.4300000001
55,0,24.69,48586.06946,44.045,986.33,1.0500000001
55,0,24.67,11118.83252,41.982,986.34,1.4400000000
55,0,24.66,10495.24434,43.055,986.33,1.4400000000
55,0,24.65,10631.22924,45.55,986.35,1.3600000001
55,0,24.64,12237.09369,47.294,986.33,1.4199999999
55,0,24.63,12726.18811,48.112,986.35,1.3600000001
55,0,24.62,12436.84415,48.808,986.34,1.0899999999
55,0,24.6,12265.23572,49.579,986.37,1.3499999999
55,0,24.59,12458.63344,50.206,986.37,1.3100000001
55,0,24.56,12749.00398,50.641,986.33,1.3299999999
55,0,24.54,12958.08868,50.951,986.33,1.2200000001
55,0,24.52,12764.26007,51.181,986.34,1.3100000001
55,0,24.49,12787.21279,51.343,986.35,1.2900000001
55,0,24.46,13338.8912,51.246,986.33,1.3700000000
55,0,24.44,14568.63191,50.771,986.34,1.4400000000
56,0,24.18,48724.78112,47.782,986.32,1.7100000001
56,0,24.18,16256.03251,47.157,986.33,1.7499999999
56,0,24.17,16675.35175,47.317,986.34,1.6400000001
56,0,24.17,16469.37725,47.677,986.36,1.5600000000
56,0,24.16,16096.57948,48.007,986.35,1.3499999999
56,0,24.15,15880.8933,48.419,986.31,1.3499999999
56,0,24.13,15988.00899,48.824,986.34,1.3999999999
56,0,24.11,16482.10147,49.086,986.34,1.4100000000
56,0,24.09,19058.96367,48.953,986.34,1.3900000000
56,0,24.07,20806.24187,48.083,986.33,1.3600000001
56,0,24.05,19388.06422,47.419,986.33,1.4699999999
56,0,24.03,18012.94681,47.439,986.34,1.4400000000
56,0,24.01,17567.93851,47.839,986.34,1.4400000000
56,0,23.99,17424.44868,48.307,986.32,1.5600000000
56,0,23.97,17381.85769,48.756,986.32,1.3999999999
57,0,27.1,44943.82022,38.991,986.28,1.4400000000
57,0,27.09,10454.09997,40.392,986.29,1.4400000000
57,0,27.07,10705.92171,41.764,986.29,1.4400000000
57,0,27.04,13646.05544,42.06,986.29,1.4400000000
57,0,27,15477.62999,40.943,986.3,1.5100000000
57,0,26.94,17213.55568,39.891,986.28,1.3800000001
57,0,26.88,18740.84919,38.942,986.3,1.4699999999
57,0,26.82,19857.27583,38.177,986.28,1.3999999999
57,0,26.76,20565.5527,37.438,986.3,1.3800000001
57,0,26.7,21368.94825,36.83,986.31,1.3499999999
57,0,26.63,21607.02228,36.481,986.29,1.3999999999
57,0,26.57,21476.51007,36.398,986.3,1.3600000001
57,0,26.51,20291.69309,36.598,986.29,1.3800000001
57,0,26.45,20100.50251,36.738,986.3,1.4100000000
57,0,26.4,20665.15983,36.782,986.28,1.4400000000
58,0,25.78,60079.79348,38.145,986.27,1.4600000000
58,0,25.77,17877.09497,38.166,986.26,1.5199999999
58,0,25.76,19530.05798,38.179,986.29,1.3000000000
58,0,25.74,22881.65892,37.734,986.29,1.5899999999
58,0,25.71,19765.28721,37.416,986.28,1.8900000000
58,0,25.68,16793.49252,38.281,986.29,1.9300000000
58,0,25.64,16967.12619,39.4,986.29,2.2400000000
58,0,25.59,17353.57918,39.962,986.29,1.8900000000
58,0,25.54,16980.63147,40.543,986.28,1.7299999999
58,0,25.49,16994.15826,41.206,986.27,2.0000000000
58,0,25.43,17611.44744,41.784,986.27,1.2599999999
58,0,25.38,17847.18349,42.081,986.26,1.1300000000
58,0,25.32,17495.8994,42.477,986.27,1.2400000001
58,0,25.26,20006.25195,42.62,986.29,1.1899999999
58,0,25.2,25152.28925,41.647,986.3,1.0699999999
59,0,28.74,44614.84838,28.072,986.23,3.3800000001
59,0,28.72,12272.29147,27.441,986.24,3.1899999992
59,0,28.7,16368.28645,27.147,986.25,2.0599999999
59,0,28.67,15916.4387,27.35,986.23,1.4400000000
59,0,28.61,14568.63191,28.796,986.25,1.9899999999
59,0,28.56,12841.09149,31.402,986.27,1.4600000000
59,0,28.49,12146.51737,34.292,986.26,1.4400000000
59,0,28.42,11539.84854,36.89,986.26,1.4400000000
59,0,28.34,10847.45763,39.183,986.25,1.1100000000
59,0,28.26,10362.6943,41.357,986.28,1.4400000000
59,0,28.17,9993.753904,43.26,986.28,1.4600000000
59,0,28.08,9947.155735,44.901,986.26,1.7999999999
59,0,28,9919.404836,46.206,986.28,1.4400000000
59,0,27.92,9782.940997,47.352,986.27,1.4400000000
59,0,27.84,9837.073471,48.335,986.28,1.6799999999
60,0,26.26,29602.22017,53.656,986.35,1.5399999999
60,0,26.25,9083.167755,53.357,986.34,1.9399999999
60,0,26.23,10213.85254,53.215,986.36,1.9399999999
60,0,26.21,10759.9193,53.259,986.34,1.5500000001
60,0,26.18,11049.72376,53.352,986.36,1.3600000001
60,0,26.15,11095.70042,53.582,986.35,1.3299999999
60,0,26.11,11440.82946,53.85,986.38,1.3100000001
60,0,26.07,11704.46233,54.023,986.33,1.3600000001
60,0,26.03,12546.5595,54.085,986.35,1.3000000000
60,0,25.98,12872.08367,53.993,986.37,1.2099999999
60,0,25.93,13029.31596,53.947,986.35,1.2000000000
60,0,25.89,13013.42009,53.968,986.37,1.1399999999
60,0,25.84,13037.27847,53.979,986.38,1.4400000000
60,0,25.79,12958.08868,54.061,986.35,1.6300000000
60,0,25.74,12794.88205,54.267,986.37,1.4800000001
61,0,26.03,52212.93086,33.44,986.26,1.4400000000
61,0,26.05,15377.22249,32.942,986.26,1.4400000000
61,0,26.09,19352.88781,32.605,986.26,1.4400000000
61,0,26.13,20887.72846,32.61,986.29,1.4400000000
61,0,26.16,22284.12256,32.757,986.29,1.4400000000
61,0,26.19,22260.86957,33.075,986.28,1.7400000000
61,0,26.2,20969.85583,33.656,986.29,1.4699999999
61,0,26.21,19335.34743,34.733,986.27,0.9600000001
61,0,26.21,18940.51495,36.087,986.27,1.7499999999
61,0,26.22,18306.63616,37.436,986.3,1.7400000000
61,0,26.21,18166.33551,38.642,986.29,1.4500000001
61,0,26.21,17862.12671,39.8,986.27,1.2599999999
61,0,26.21,18577.64877,40.885,986.28,1.1899999999
61,0,26.2,19601.83767,41.581,986.29,1.7400000000
61,0,26.2,21241.28775,41.779,986.3,1.4500000001
62,0,29.1,40467.91021,29.345,986.33,1.4400000000
62,0,29.09,10165.18424,29.587,986.34,1.4400000000
62,0,29.09,12237.09369,30.32,986.35,1.4400000000
62,0,29.08,13305.61331,31.159,986.35,1.5300000000
62,0,29.06,14770.36695,32.012,986.35,1.5000000001
62,0,29.03,14977.76738,32.792,986.36,1.1500000001
62,0,29,15234.46798,33.836,986.36,1.7600000001
62,0,28.95,15545.29998,34.849,986.35,1.8300000001
62,0,28.91,15670.91087,35.686,986.33,2.1000000000
62,0,28.85,15647.92176,36.356,986.36,1.4400000000
62,0,28.79,16024.03605,36.827,986.33,1.4400000000
62,0,28.73,16305.73248,37.193,986.34,1.2400000001
62,0,28.67,16418.67624,37.523,986.36,1.4400000000
62,0,28.61,16610.43343,37.844,986.36,1.8600000000
62,0,28.54,16571.7245,38.148,986.36,1.4400000000
63,0,24.81,49660.52376,39.488,986.29,1.3400000000
63,0,24.8,13822.89417,39.335,986.27,1.9700000001
63,0,24.8,16584.60741,38.901,986.27,1.7000000000
63,0,24.79,17922.15066,38.929,986.28,1.7999999999
63,0,24.78,18012.94681,39.416,986.26,1.5899999999
63,0,24.77,17185.8217,40.355,986.29,1.0699999999
63,0,24.75,16967.12619,41.456,986.3,1.1500000001
63,0,24.73,16926.73896,42.518,986.3,1.3900000000
63,0,24.71,15857.28444,43.55,986.31,1.1200000001
63,0,24.68,13840.83045,44.802,986.3,1.7900000000
63,0,24.66,12650.72149,46.263,986.29,1.4400000000
63,0,24.63,11627.90698,47.672,986.31,1.3800000001
63,0,24.61,11224.13188,49.009,986.33,1.2900000001
63,0,24.58,11061.18216,50.186,986.32,1.1899999999
63,0,24.55,11084.17042,51.175,986.31,1.5199999999
64,0,24.2,33746.3749,54.627,986.33,0.1200000000
64,0,24.2,12598.4252,53.724,986.32,1.8800000001
64,0,24.2,14115.57124,53.054,986.32,1.4400000000
64,0,24.2,14190.68736,52.684,986.32,1.4400000000
64,0,24.19,16456.67267,52.361,986.33,1.4400000000
64,0,24.18,16133.09806,51.298,986.32,1.3299999999
64,0,24.17,16355.73729,50.793,986.31,1.4600000000
64,0,24.15,18401.3801,49.959,986.34,1.0400000000
64,0,24.13,18353.88586,49.168,986.31,1.6400000001
64,0,24.12,19196.16077,48.679,986.31,1.4699999999
64,0,24.1,21136.06341,48.107,986.32,1.5100000000
64,0,24.08,24432.14354,47.254,986.32,1.3200000000
64,0,24.06,26364.57261,46.26,986.33,1.3100000001
64,0,24.04,28064.02105,45.365,986.32,1.3100000001
64,0,24.02,29237.09456,44.587,986.32,1.2400000001
65,0,23.02,78769.23077,31.787,986.14,1.4400000000
65,0,23.02,13585.22607,33.657,986.18,1.4400000000
65,0,23.04,16597.51037,35.196,986.15,1.4400000000
65,0,23.06,18626.30966,36.265,986.15,1.4400000000
65,0,23.07,20408.16327,37.401,986.15,1.4400000000
65,0,23.08,23765.31749,38.318,986.12,1.5000000001
65,0,23.09,25376.68517,38.685,986.14,1.4400000000
65,0,23.1,27645.78834,38.969,986.15,1.5500000001
65,0,23.12,28306.05927,39.183,986.13,1.3100000001
65,0,23.13,29438.82245,39.404,986.13,1.3000000000
65,0,23.15,30231.45961,39.604,986.13,1.3200000000
65,0,23.17,31022.78236,39.745,986.16,1.4199999999
65,0,23.2,32266.19612,39.641,986.16,1.4199999999
65,0,23.22,34538.58608,39.33,986.15,1.4100000000
65,0,23.25,36056.33803,38.97,986.17,1.3600000001
66,0,23.34,119069.7674,38.488,986.18,1.4400000000
66,0,23.34,28533.21444,38.109,986.2,1.4400000000
66,0,23.36,25775.27185,38.21,986.2,1.4900000000
66,0,23.39,26026.84018,39.092,986.17,1.4400000000
66,0,23.43,26042.72635,40.119,986.18,1.7499999999
66,0,23.47,27898.86661,40.935,986.19,1.5899999999
66,0,23.51,29871.64527,41.392,986.18,1.6799999999
66,0,23.56,30188.67925,41.58,986.2,1.3600000001
66,0,23.6,28939.63373,41.854,986.21,1.3100000001
66,0,23.65,28822.33731,42.075,986.2,1.3999999999
66,0,23.69,27645.78834,42.168,986.19,1.3800000001
66,0,23.73,26611.22661,42.692,986.2,1.3999999999
66,0,23.76,28822.33731,42.754,986.23,1.3400000000
66,0,23.79,31364.86155,42.256,986.21,1.5600000000
66,0,23.81,33560.56633,41.471,986.2,1.6700000000
67,0,23.27,103101.0874,33.123,986.23,1.4400000000
67,0,23.27,20043.84591,35.405,986.21,1.4400000000
67,0,23.29,22808.268,36.766,986.2,0.7300000000
67,0,23.31,25093.119,37.674,986.23,1.7700000000
67,0,23.33,25837.7069,38.486,986.22,1.1899999999
67,0,23.35,27032.73495,39.198,986.23,1.4500000001
67,0,23.36,28119.50791,39.749,986.24,1.1800000000
67,0,23.37,28457.09204,40.263,986.23,1.1300000000
67,0,23.38,28419.18295,40.829,986.22,1.0800000000
67,0,23.38,26744.67196,41.453,986.25,1.2900000001
67,0,23.39,24758.2205,42.299,986.25,1.2900000001
67,0,23.39,23952.09581,43.21,986.24,1.3900000000
67,0,23.4,22614.84099,44.119,986.24,1.1000000001
67,0,23.4,21052.63158,45.151,986.26,1.0899999999
67,0,23.4,20233.95511,46.254,986.27,0.5999999999
68,0,23.21,52437.5256,47.134,986.32,1.4400000000
68,0,23.21,13053.23271,50.045,986.3,1.2300000000
68,0,23.22,13516.36748,51.578,986.3,1.4400000000
68,0,23.23,12895.42615,52.541,986.28,1.8100000000
68,0,23.25,11704.46233,53.677,986.29,1.4300000001
68,0,23.26,11379.80085,54.753,986.28,1.2200000001
68,0,23.26,11640.59658,55.553,986.29,1.8499999999
68,0,23.27,12779.55272,55.886,986.29,1.5399999999
68,0,23.27,13831.85649,55.8,986.3,1.2099999999
68,0,23.27,15647.92176,55.354,986.29,1.3800000001
68,0,23.27,17862.12671,54.574,986.29,1.0300000001
68,0,23.27,19801.9802,53.616,986.29,1.4500000001
68,0,23.27,19423.36874,52.861,986.29,1.5300000000
68,0,23.27,17510.25992,52.67,986.29,1.7400000000
68,0,23.27,16753.9267,52.831,986.29,1.5500000001
69,0,22.15,67279.89488,32.874,986.2,1.1100000000
69,0,22.16,17967.43403,32.792,986.22,0.6600000000
69,0,22.17,25301.44297,32.663,986.2,1.1300000000
69,0,22.19,31113.27175,32.954,986.23,1.1600000000
69,0,22.2,36676.21777,33.621,986.24,1.4400000000
69,0,22.21,41857.42315,33.902,986.23,1.1399999999
69,0,22.22,46159.39416,33.726,986.22,1.4400000000
69,0,22.22,50572.89609,33.435,986.23,1.0800000000
69,0,22.23,53590.11932,33.108,986.23,1.1399999999
69,0,22.23,56201.97585,32.901,986.23,1.1300000000
69,0,22.23,58675.22347,32.721,986.23,1.1500000001
69,0,22.22,60634.77025,32.549,986.24,1.4400000000
69,0,22.22,62271.9533,32.385,986.24,1.4400000000
69,0,22.22,63856.32327,32.244,986.24,1.3499999999
69,0,22.22,65073.71632,32.124,986.21,1.1399999999
70,0,22.02,251473.4774,32.253,986.17,1.4400000000
70,0,22.02,47716.6822,32.542,986.19,1.4400000000
70,0,22.03,53090.00415,32.723,986.17,1.4400000000
70,0,22.04,57066.42889,33.029,986.22,1.4400000000
70,0,22.06,59869.03648,33.198,986.2,1.4400000000
70,0,22.06,60420.10857,33.67,986.22,1.4400000000
70,0,22.08,62500,34.068,986.21,1.1200000001
70,0,22.09,63007.62983,34.168,986.21,0.9800000001
70,0,22.11,61955.46951,34.809,986.21,1.0400000000
70,0,22.13,63194.27302,35.417,986.2,1.1100000000
70,0,22.15,64728.19216,35.402,986.2,1.1500000001
70,0,22.18,65523.4195,35.195,986.24,0.6100000000
70,0,22.21,64925.18387,35.355,986.22,1.3499999999
70,0,22.25,64826.53836,35.588,986.23,1.2700000000
70,0,22.28,63856.32327,35.751,986.22,1.1700000001
71,0,22.65,214091.5743,33.497,986.25,1.4400000000
71,0,22.66,41653.10771,33.745,986.23,1.4400000000
71,0,22.68,48283.66654,34.334,986.23,1.4400000000
71,0,22.72,50542.94176,35.167,986.22,1.4400000000
71,0,22.75,50483.13942,36.703,986.26,0.0099999999
71,0,22.77,49145.70935,38.619,986.26,0.2899999999
71,0,22.8,48669.20152,40.287,986.26,0.7399999999
71,0,22.81,50753.37034,41.463,986.25,1.1600000000
71,0,22.83,53792.81362,41.755,986.26,1.4500000001
71,0,22.84,54479.67653,41.663,986.25,1.7400000000
71,0,22.85,54202.83718,41.942,986.27,1.9300000000
71,0,22.86,53758.92482,42.353,986.26,2.0900000001
71,0,22.86,54444.91706,42.341,986.26,2.2300000001
71,0,22.86,56239.01582,41.808,986.26,2.3800000007
71,0,22.85,57257.88414,41.269,986.27,2.4899999991
72,0,22.65,211570.2479,36.073,986.25,1.4400000000
72,0,22.65,42524.91694,36.017,986.24,1.4400000000
72,0,22.66,49689.44099,36.145,986.25,1.7700000000
72,0,22.67,55399.26423,35.8,986.26,1.4400000000
72,0,22.67,59659.75297,35.148,986.24,2.6200000011
72,0,22.68,62591.68704,34.555,986.24,2.7699999996
72,0,22.68,64777.32794,34.135,986.24,2.6599999989
72,0,22.68,65725.28883,33.837,986.25,1.4400000000
72,0,22.68,65073.71632,34.026,986.25,1.1600000000
72,0,22.68,65173.11609,34.566,986.25,0.9999999999
72,0,22.68,66597.29448,34.804,986.25,1.0400000000
72,0,22.67,68522.48394,34.555,986.24,1.1899999999
72,0,22.67,69077.17215,34.185,986.25,1.0100000000
72,0,22.67,68303.09498,34.107,986.23,0.9900000000
72,0,22.66,68085.10638,34.329,986.25,0.8900000001
73,0,22.51,251473.4774,33.176,986.27,1.2400000001
73,0,22.52,48120.30075,33.189,986.26,1.2200000001
73,0,22.53,54900.27879,33.222,986.27,1.2900000001
73,0,22.55,60249.47046,33.054,986.24,1.1700000001
73,0,22.56,63904.14378,32.778,986.24,1.2200000001
73,0,22.57,66963.11797,32.484,986.23,1.2599999999
73,0,22.58,68632.70777,32.269,986.23,1.1100000000
73,0,22.58,69983.59759,32.165,986.22,1.3700000000
73,0,22.59,71628.42753,32.046,986.25,1.1700000001
73,0,22.59,72541.79654,31.911,986.24,1.2300000000
73,0,22.6,73605.52041,31.792,986.23,1.1100000000
73,0,22.6,74245.93968,31.696,986.23,1.1200000001
73,0,22.6,75029.30832,31.598,986.23,1.2700000000
73,0,22.59,75896.82775,31.493,986.24,1.1899999999
73,0,22.59,76304.02385,31.4,986.23,1.2599999999
74,0,22.23,243230.4038,32.322,986.23,1.3600000001
74,0,22.24,42022.32436,32.349,986.26,1.3200000000
74,0,22.25,49545.19063,32.318,986.24,1.3000000000
74,0,22.26,54444.91706,32.406,986.25,1.3499999999
74,0,22.27,58918.29689,32.473,986.23,1.3499999999
74,0,22.27,62454.25714,32.479,986.22,1.6300000000
74,0,22.27,64144.32473,32.522,986.22,1.2599999999
74,0,22.27,66338.42964,32.723,986.22,1.3100000001
74,0,22.27,67706.95583,32.736,986.22,1.0199999999
74,0,22.27,68687.95278,32.773,986.23,1.2099999999
74,0,22.27,69470.82768,32.883,986.24,1.0400000000
74,0,22.26,70329.67033,32.974,986.24,1.1000000001
74,0,22.26,70914.12742,33.022,986.25,1.2099999999
74,0,22.25,71930.3175,33.132,986.23,1.3499999999
74,0,22.24,72295.96159,33.185,986.25,1.0199999999
75,0,22.02,262496.7957,32.994,986.22,1.1399999999
75,0,22.03,48147.45157,32.975,986.22,1.1200000001
75,0,22.04,55041.92647,32.865,986.25,1.1800000000
75,0,22.06,60634.77025,32.712,986.22,1.1899999999
75,0,22.07,63713.29019,32.582,986.23,1.0300000001
75,0,22.08,65979.38144,32.605,986.23,1.2099999999
75,0,22.1,67068.37831,32.808,986.22,1.1700000001
75,0,22.11,68357.81041,33.082,986.23,1.2000000000
75,0,22.11,69414.3167,33.148,986.21,1.1800000000
75,0,22.12,71269.48775,33.155,986.23,0.9900000000
75,0,22.13,72789.30907,33.045,986.23,1.2300000000
75,0,22.13,73542.08561,32.854,986.23,1.3100000001
75,0,22.13,75095.33588,32.614,986.23,1.2200000001
75,0,22.13,75493.95459,32.385,986.23,1.1399999999
75,0,22.13,76235.85468,32.179,986.23,1.2500000000
76,0,21.96,278336.5045,33.014,986.24,1.6000000000
76,0,21.96,49516.44101,33.075,986.24,1.6500000000
76,0,21.98,56876.24972,33.045,986.23,1.7299999999
76,0,21.99,61776.06178,32.929,986.24,1.6599999999
76,0,22,65473.14578,32.787,986.25,1.8699999999
76,0,22.01,68139.47298,32.639,986.23,1.2500000000
76,0,22.02,70387.68216,32.547,986.24,1.4400000000
76,0,22.03,71091.36351,32.571,986.22,1.3999999999
76,0,22.03,71869.7361,32.675,986.22,1.5399999999
76,0,22.04,73101.08509,32.729,986.2,1.5100000000
76,0,22.04,73669.06475,32.712,986.26,1.5300000000
76,0,22.04,74766.35514,32.664,986.26,2.2600000000
76,0,22.04,74897.60094,32.637,986.25,1.5500000001
76,0,22.04,75227.74023,32.631,986.25,2.1400000000
76,0,22.04,76099.88109,32.653,986.25,2.0099999999
